asin,url,image_url
B0B9NNWXVP,https://www.amazon.com/MNN-Portable-15-6inch-Ultra-Slim-Speakers/dp/B0B9NNWXVP,https://m.media-amazon.com/images/I/81Q9vMNUOyL.jpg
B0CVM2GJCN,https://www.amazon.com/PHILIPS-Adaptive-Replacement-Warranty-221V8LB/dp/B0CVM2GJCN,https://m.media-amazon.com/images/I/71RTruFctrL.jpg
B0F1GY8F7F,https://www.amazon.com/Dell-Monitor-23-8-inch-Anti-Glare-Comfortview/dp/B0F1GY8F7F,https://m.media-amazon.com/images/I/71xZJNua6OL.jpg
B0C8ZKV5R9,https://www.amazon.com/PHILIPS-Frameless-Replacement-Warranty-241V8LB/dp/B0C8ZKV5R9,https://m.media-amazon.com/images/I/71oilmGrVuL.jpg
B0F1GF1KFC,https://www.amazon.com/Dell-Plus-Monitor-Integrated-Comfortview/dp/B0F1GF1KFC,https://m.media-amazon.com/images/I/61pF09VcRPL.jpg
B0D9MK23S7,https://www.amazon.com/acer-Monitor-Adaptive-Sync-FreeSync-Compatible/dp/B0D9MK23S7,https://m.media-amazon.com/images/I/71e5GgPXQzL.jpg
B0D6CKL4HV,https://www.amazon.com/SAMSUNG-Business-Borderless-DisplayPort-LS32B304NWNXGO/dp/B0D6CKL4HV,https://m.media-amazon.com/images/I/81rcnsbOb4L.jpg
B0FNQDNGXY,https://www.amazon.com/Samsung-Response-Compatible-FreeSyncTM-LS27FG500SNXZA/dp/B0FNQDNGXY,https://m.media-amazon.com/images/I/818+AiwCClL.jpg
B095GG31KX,https://www.amazon.com/Portable-Monitor-InnoView-External-Protective/dp/B095GG31KX,https://m.media-amazon.com/images/I/71k5N-RKVgL.jpg
B0CHHSFMRL,https://www.amazon.com/Sceptre-DisplayPort-FreeSync-Frameless-E275W-FW100T/dp/B0CHHSFMRL,https://m.media-amazon.com/images/I/71jdr9u9YhL.jpg
B0CP7RZRMD,https://www.amazon.com/Amazon-Basics-Monitor-Compatible-Speakers/dp/B0CP7RZRMD,https://m.media-amazon.com/images/I/710q+sSccwL.jpg
B0CMC2FZFD,https://www.amazon.com/LG-32MR50C-B-FreeSync-OnScreen-Stabilizer/dp/B0CMC2FZFD,https://m.media-amazon.com/images/I/810CpNr54fL.jpg
B0DB9Q5G3R,https://www.amazon.com/SAMSUNG-Essential-Computer-Advanced-LS27D366GANXZA/dp/B0DB9Q5G3R,https://m.media-amazon.com/images/I/619WSKm18ZL.jpg
B0C8ZJNZY8,https://www.amazon.com/PHILIPS-27-inch-Replacement-Warranty-271V8LB/dp/B0C8ZJNZY8,https://m.media-amazon.com/images/I/7161NvPxE-L.jpg
B0CZ1RTYQY,https://www.amazon.com/Dell-S2425HS-Monitor-1920x1080-Integrated/dp/B0CZ1RTYQY,https://m.media-amazon.com/images/I/710HmaQgX3L.jpg
