timestamp,baseline,epoch,hr10,ndcg10,loss,data_fraction
2026-05-25T14:12:34.373718,llm_chgnn,1,0.8444444444444444,0.5994172327564299,0.00878677424043417,1.0
2026-05-25T14:12:34.373728,llm_chgnn,2,0.8666666666666667,0.5781920087724717,0.008251386694610119,1.0
2026-05-25T14:12:34.373732,llm_chgnn,3,0.8888888888888888,0.6229871198097701,0.008082815445959568,1.0
2026-05-25T14:12:34.373735,llm_chgnn,4,0.8666666666666667,0.631395101998915,0.00795965176075697,1.0
2026-05-25T14:12:34.373738,llm_chgnn,5,0.8666666666666667,0.6332828551754286,0.007849530316889286,1.0
