timestamp,baseline,epoch,hr10,ndcg10,loss,data_fraction
2026-05-16T03:48:04.229085,dssm,1,0.13333333333333333,0.07269325266156185,0.19796097001140003,1.0
2026-05-16T03:48:04.229103,dssm,2,0.17777777777777778,0.09029078915952851,0.19794906642581608,1.0
2026-05-16T03:48:04.229108,dssm,3,0.15555555555555556,0.07237056873126511,0.19795313006286572,1.0
2026-05-16T03:48:04.229114,dssm,4,0.1111111111111111,0.07229617584939285,0.19797071014107076,1.0
2026-05-16T03:48:04.229121,dssm,5,0.15555555555555556,0.10152872866685352,0.19796384797285047,1.0
